기준일,출발구,trip_count,fare_sum,fare_count,distance_m_sum,distance_count,request_to_dispatch_min_sum,request_to_dispatch_count,scheduled_to_pickup_min_sum,scheduled_to_pickup_count,ride_min_sum,ride_min_count,avg_fare,avg_distance_m,avg_distance_km,avg_request_to_dispatch_min,avg_scheduled_to_pickup_min,avg_ride_min,total_record_count,completed_count,cancelled_count,completion_rate,cancellation_rate
2025-01-03,성남시분당구,1.0,4000,1,25093,1,123.22855,1.0,10.649716666666666,1.0,37.386783333333334,1.0,4000.0,25093.0,25.093,123.22855,10.649716666666666,37.386783333333334,1,1,0,1.0,0.0
2025-01-03,성동구,107.0,248100,107,905475,107,6588.730233333334,107.0,3845.35575,107.0,2648.5732666666668,107.0,2318.691588785047,8462.383177570093,8.462383177570093,61.57691806853583,35.93790420560748,24.753021183800623,126,107,19,0.8492063492063492,0.15079365079365079
2025-01-03,성북구,148.0,309300,148,1101328,148,16813.247,148.0,5209.627616666667,148.0,3400.4726833333334,148.0,2089.864864864865,7441.405405405405,7.441405405405405,113.60302027027026,35.2001865990991,22.97616677927928,169,148,21,0.8757396449704142,0.1242603550295858
2025-01-03,송파구,190.0,441600,190,1777929,190,17471.64875,190.0,6151.5312,190.0,4634.9933,190.0,2324.2105263157896,9357.521052631579,9.35752105263158,91.95604605263158,32.37648,24.39470157894737,225,190,34,0.8444444444444444,0.1511111111111111
2025-01-03,안양시만안구,2.0,7600,2,46046,2,147.98071666666667,2.0,-161.5347166666667,2.0,108.87076666666667,2.0,3800.0,23023.0,23.023,73.99035833333333,-80.76735833333335,54.435383333333334,2,2,0,1.0,0.0
2025-01-03,양주시,3.0,14500,3,112845,3,272.7564,3.0,-39.28561666666666,3.0,226.0552833333333,3.0,4833.333333333333,37615.0,37.615,90.91879999999999,-13.095205555555554,75.3517611111111,3,3,0,1.0,0.0
2025-01-03,양천구,177.0,444300,177,1163325,177,26559.347866666667,177.0,5931.833766666667,177.0,3665.945583333333,177.0,2510.169491525424,6572.457627118644,6.572457627118644,150.05281280602637,33.51318512241055,20.711556967984933,200,177,23,0.885,0.115
2025-01-03,영등포구,181.0,389900,181,1341970,181,9344.2179,181.0,5969.968516666667,181.0,4161.833366666667,181.0,2154.1436464088397,7414.1988950276245,7.414198895027624,51.62551325966851,32.983251473296505,22.993554511970533,209,181,28,0.8660287081339713,0.1339712918660287
2025-01-03,용산구,89.0,206500,89,756828,89,7901.300316666667,89.0,3338.268666666667,89.0,2287.672,89.0,2320.224719101124,8503.685393258427,8.503685393258428,88.7786552434457,37.50863670411985,25.7041797752809,106,89,17,0.839622641509434,0.16037735849056603
2025-01-03,은평구,285.0,651600,285,2133680,285,18202.649016666666,285.0,9486.952983333333,285.0,6249.198916666666,285.0,2286.315789473684,7486.596491228071,7.48659649122807,63.86894391812865,33.28755432748538,21.927013742690058,338,285,53,0.8431952662721893,0.15680473372781065
2025-01-03,종로구,140.0,347200,140,1449783,140,8665.546083333333,140.0,4817.530666666667,140.0,4554.250633333333,140.0,2480.0,10355.592857142858,10.355592857142858,61.89675773809523,34.41093333333333,32.530361666666664,175,140,34,0.8,0.19428571428571428
2025-01-03,중구,77.0,187300,77,758127,77,2845.8362666666667,77.0,2855.1776999999997,77.0,2357.2919166666666,77.0,2432.4675324675327,9845.805194805194,9.845805194805195,36.95891255411255,37.08022987012987,30.614180735930734,96,77,18,0.8020833333333334,0.1875
2025-01-03,중랑구,183.0,396600,183,1400200,183,22750.55015,183.0,5335.92865,183.0,4199.240433333333,183.0,2167.2131147540986,7651.366120218579,7.651366120218579,124.31994617486339,29.15808005464481,22.94666903460838,204,183,21,0.8970588235294118,0.10294117647058823
2025-01-03,하남시,2.0,8500,2,59437,2,194.81689999999998,2.0,-7.933450000000001,2.0,128.9865,2.0,4250.0,29718.5,29.7185,97.40844999999999,-3.9667250000000003,64.49325,2,2,0,1.0,0.0
2025-01-04,강남구,78.0,198100,78,887447,78,2513.578016666667,78.0,2374.3483166666665,78.0,2251.7116,78.0,2539.74358974359,11377.52564102564,11.37752564102564,32.22535918803419,30.44036303418803,28.868097435897436,90,78,12,0.8666666666666667,0.13333333333333333
2025-01-04,강동구,79.0,190600,79,813983,79,3387.65175,79.0,1870.5008666666668,79.0,1961.3493833333334,79.0,2412.6582278481014,10303.582278481013,10.303582278481013,42.88166772151899,23.677226160337554,24.827207383966247,98,79,19,0.8061224489795918,0.19387755102040816
2025-01-04,강북구,78.0,162200,78,556008,78,739.3397166666666,78.0,1998.53925,78.0,1745.4341833333333,78.0,2079.4871794871797,7128.307692307692,7.1283076923076925,9.478714316239316,25.622298076923077,22.377361324786325,89,78,11,0.8764044943820225,0.12359550561797752
2025-01-04,강서구,152.0,373000,152,1591745,152,10218.9357,152.0,3776.7280333333333,152.0,3849.213333333333,152.0,2453.9473684210525,10472.006578947368,10.472006578947369,67.22984013157895,24.84689495614035,25.32377192982456,173,152,21,0.8786127167630058,0.12138728323699421
2025-01-04,고양시덕양구,3.0,9800,3,44794,3,190.31995,3.0,-7.031266666666664,3.0,110.69665,3.0,3266.6666666666665,14931.333333333334,14.931333333333335,63.43998333333334,-2.3437555555555547,36.89888333333334,3,3,0,1.0,0.0
