출발구,목적구,trip_count,fare_sum,fare_count,distance_m_sum,distance_count,request_to_dispatch_min_sum,request_to_dispatch_count,scheduled_to_pickup_min_sum,scheduled_to_pickup_count,ride_min_sum,ride_min_count,avg_fare,avg_distance_m,avg_distance_km,avg_request_to_dispatch_min,avg_scheduled_to_pickup_min,avg_ride_min
관악구,계양구,5,18900,5,111353,5,1843.1322166666666,5,147.79088333333334,5,230.47961666666666,5,3780.0,22270.6,22.270599999999998,368.6264433333333,29.558176666666668,46.09592333333333
관악구,고양시덕양구,78,311100,78,2002686,78,8454.344783333334,78,3764.5617166666666,78,4491.440633333334,78,3988.4615384615386,25675.46153846154,25.67546153846154,108.3890356837607,48.263611752136754,57.582572222222225
관악구,고양시일산동구,75,328400,75,2344304,75,14690.255066666667,75,3690.1842333333334,75,4523.27115,75,4378.666666666667,31257.386666666665,31.257386666666665,195.87006755555555,49.202456444444444,60.310281999999994
관악구,고양시일산서구,29,134800,29,1018435,29,2479.8961,29,1918.8348833333334,29,1642.37655,29,4648.275862068966,35118.44827586207,35.11844827586207,85.51365862068965,66.16672011494254,56.63367413793103
관악구,과천시,49,149500,49,603020,49,2625.758,49,2030.2375333333334,49,1320.3499,49,3051.0204081632655,12306.530612244898,12.306530612244899,53.586897959183666,41.43341904761905,26.94591632653061
관악구,관악구,21273,33506200,21273,62565021,21273,1217381.3053333333,21273,916939.6406833334,21273,276588.61373333336,21273,1575.0575847318196,2941.0530249612184,2.9410530249612186,57.22659264482364,43.10344759476018,13.001862160171736
관악구,광명시,294,742800,294,2594272,294,10959.513916666667,294,15195.379183333333,294,8513.194366666667,294,2526.530612244898,8824.054421768707,8.824054421768707,37.277258219954646,51.68496320861678,28.95644342403628
관악구,광주시,8,39600,8,313583,8,11820.761883333333,8,236.20826666666667,8,564.2840166666667,8,4950.0,39197.875,39.197875,1477.5952354166666,29.526033333333334,70.53550208333334
관악구,광진구,225,818800,225,4695007,225,169654.53735,225,7177.43495,225,12881.324366666668,225,3639.1111111111113,20866.69777777778,20.86669777777778,754.020166,31.899710888888887,57.250330518518524
관악구,구로구,2546,5428100,2546,17691261,2546,526686.85995,2546,113594.56803333333,2546,65014.52456666667,2546,2132.0109976433623,6948.649253731343,6.948649253731343,206.8683660447761,44.61687668237759,25.53594837653836
관악구,구리시,25,107000,25,739201,25,1187.3982333333333,25,1715.73,25,1501.8406166666666,25,4280.0,29568.04,29.56804,47.495929333333336,68.6292,60.07362466666667
관악구,군포시,1,4700,1,35536,1,1799.3888333333334,1,44.90161666666667,1,76.10693333333333,1,4700.0,35536.0,35.536,1799.3888333333334,44.90161666666667,76.10693333333333
관악구,금천구,2202,3927400,2202,11705463,2202,56815.0311,2202,86104.30363333333,2202,44089.19725,2202,1783.560399636694,5315.83242506812,5.31583242506812,25.801558174386923,39.102771858916135,20.02234207538601
관악구,김포시,188,915200,188,7239869,188,11334.0568,188,10700.86055,188,12800.1823,188,4868.085106382979,38509.9414893617,38.5099414893617,60.28753617021277,56.9194710106383,68.0860760638298
관악구,남구,1,4600,1,34332,1,1930.4886666666669,1,36.299499999999995,1,67.961,1,4600.0,34332.0,34.332,1930.4886666666669,36.299499999999995,67.961
관악구,남동구,2,7600,2,45774,2,3472.557,2,38.7745,2,85.89733333333334,2,3800.0,22887.0,22.887,1736.2785,19.38725,42.94866666666667
관악구,남양주시,29,152100,29,1264812,29,650.54905,29,1313.1852833333332,29,2321.1513666666665,29,5244.827586206897,43614.206896551725,43.61420689655172,22.432725862068963,45.282251149425285,80.03970229885057
관악구,노원구,298,1258800,298,8734021,298,19792.995766666667,298,15799.735716666666,298,17884.31485,298,4224.161073825503,29308.795302013423,29.308795302013422,66.41944888143176,53.01924737136465,60.014479362416104
관악구,도봉구,146,668900,146,5002368,146,7695.577233333333,146,9273.037466666667,146,10537.466049999999,146,4581.506849315068,34262.79452054795,34.26279452054795,52.70943310502283,63.51395525114155,72.174425
관악구,동대문구,237,855500,237,4769240,237,10061.712783333332,237,10632.248366666667,237,12415.789883333333,237,3609.7046413502107,20123.37552742616,20.12337552742616,42.45448431786216,44.86180745428973,52.38729908579465
관악구,동작구,9014,15265480,9014,35662825,9014,744511.6822,9014,365318.93271666666,9014,152821.87788333333,9014,1693.5300643443531,3956.381739516308,3.9563817395163077,82.5950390725538,40.52794904777753,16.95383601989498
관악구,마포구,1067,3359100,1067,14833039,1067,56549.6221,1067,51417.57916666667,1067,41004.14118333333,1067,3148.1724461105905,13901.629803186504,13.901629803186504,52.99870862230553,48.18892143080288,38.42937318025617
관악구,부천시소사구,55,182300,55,882539,55,1644.0513333333333,55,2849.947583333333,55,2583.011033333333,55,3314.5454545454545,16046.163636363637,16.046163636363637,29.891842424242423,51.81722878787878,46.96383696969697
관악구,부천시오정구,15,49500,15,239175,15,455.05125,15,778.07785,15,667.5983166666667,15,3300.0,15945.0,15.945,30.33675,51.871856666666666,44.50655444444445
관악구,부천시원미구,87,302500,87,1590556,87,2674.4050333333334,87,4529.0408,87,4529.888783333334,87,3477.0114942528735,18282.25287356322,18.28225287356322,30.740287739463604,52.057940229885055,52.067687164750964
관악구,부평구,9,34100,9,208055,9,14044.512983333334,9,299.27755,9,577.3438333333334,9,3788.8888888888887,23117.222222222223,23.11722222222222,1560.5014425925926,33.253061111111116,64.14931481481482
관악구,서구,9,39600,9,283620,9,13533.204600000001,9,346.81778333333335,9,630.7296166666666,9,4400.0,31513.333333333332,31.513333333333332,1503.6894000000002,38.535309259259265,70.08106851851852
관악구,서대문구,1655,5143000,1655,21177839,1655,463437.0608833333,1655,62582.09685,1655,83126.63471666667,1655,3107.5528700906343,12796.277341389728,12.796277341389729,280.0223932829809,37.813955800604234,50.2275738469285
관악구,서초구,2068,5033700,2068,18085530,2068,172607.2407,2068,96790.9559,2068,57708.9798,2068,2434.090909090909,8745.42069632495,8.74542069632495,83.46578370406189,46.80413728239845,27.905696228239847
관악구,성남시분당구,170,684700,170,4472407,170,14493.786883333332,170,10640.909516666667,170,8208.842066666666,170,4027.6470588235293,26308.276470588236,26.308276470588236,85.25756990196078,62.59358539215686,48.2873062745098
관악구,성남시수정구,66,244000,66,1417861,66,2297.6994666666665,66,2859.4244833333332,66,2961.6363833333335,66,3696.969696969697,21482.742424242424,21.482742424242424,34.81362828282828,43.32461338383838,44.873278535353535
관악구,성남시중원구,267,1021700,267,6156240,267,33710.777266666664,267,15617.980616666668,267,12518.57885,267,3826.5917602996255,23057.078651685395,23.057078651685394,126.25759275905118,58.49430942571786,46.88606310861423
관악구,성동구,187,634300,187,3210812,187,13018.83125,187,8800.37335,187,8914.726766666667,187,3391.9786096256685,17170.117647058825,17.170117647058824,69.61941844919785,47.060820053475936,47.672335650623886
관악구,성북구,151,544700,151,3061688,151,9181.202116666667,151,9255.907733333333,151,9492.361383333333,151,3607.2847682119204,20276.079470198674,20.276079470198674,60.802663024282566,61.29740220750552,62.863320419426046
관악구,송파구,318,1136300,318,6274819,318,29067.873433333334,318,14036.4601,318,16043.647283333334,318,3573.2704402515724,19732.135220125787,19.732135220125787,91.4084070230608,44.13981163522013,50.45172101677149
관악구,수원시팔달구,2,8800,2,63093,2,3179.595166666667,2,66.69438333333333,2,119.68345000000001,2,4400.0,31546.5,31.5465,1589.7975833333335,33.34719166666667,59.841725000000004
관악구,시흥시,14,49500,14,267973,14,24332.338183333333,14,424.8756166666667,14,738.9255499999999,14,3535.714285714286,19140.928571428572,19.14092857142857,1738.0241559523809,30.348258333333337,52.78039642857142
관악구,안산시단원구,2,7800,2,49286,2,2940.4808833333336,2,42.281333333333336,2,84.00305,2,3900.0,24643.0,24.643,1470.2404416666668,21.140666666666668,42.001525
관악구,안양시동안구,372,1230800,372,5181414,372,159569.56935,372,9988.57965,372,14224.873883333334,372,3308.6021505376343,13928.532258064517,13.928532258064518,428.9504552419355,26.851020564516126,38.23890828853047
관악구,안양시만안구,147,423500,147,1632868,147,8775.377166666667,147,6828.764383333333,147,4488.318666666666,147,2880.9523809523807,11107.945578231293,11.107945578231293,59.6964433106576,46.45417947845805,30.53278004535147
관악구,양주시,37,224500,37,2055684,37,1242.6962833333332,37,2105.7780000000002,37,3864.1625666666664,37,6067.5675675675675,55559.02702702703,55.55902702702703,33.58638603603603,56.912918918918926,104.43682612612612
관악구,양천구,577,1643500,577,6262699,577,24867.69815,577,22815.177183333333,577,18513.98095,577,2848.3535528596185,10853.897746967072,10.853897746967071,43.098263691507796,39.54103497978048,32.08662209705373
관악구,양평군,1,7100,1,69696,1,1628.2728333333332,1,36.23421666666666,1,92.9774,1,7100.0,69696.0,69.696,1628.2728333333332,36.23421666666666,92.9774
관악구,연수구,12,52800,12,375795,12,23211.814533333334,12,318.5744833333333,12,941.5973333333334,12,4400.0,31316.25,31.31625,1934.3178777777778,26.54787361111111,78.46644444444445
관악구,영등포구,2965,6086200,2965,18772513,2965,195233.38653333334,2965,127528.81865,2965,70948.84678333333,2965,2052.681281618887,6331.3703204047215,6.331370320404721,65.84599883080382,43.01140595278246,23.92878474985947
관악구,오산시,1,5800,1,51161,1,1920.9498833333334,1,24.099333333333334,1,92.74766666666666,1,5800.0,51161.0,51.161,1920.9498833333334,24.099333333333334,92.74766666666666
관악구,용산구,732,1909400,732,6431287,732,106246.76046666666,732,35839.38196666667,732,23404.417683333333,732,2608.469945355191,8785.911202185793,8.785911202185792,145.1458476320583,48.96090432604736,31.973248201275045
관악구,용인시수지구,1,4700,1,36106,1,1475.3580499999998,1,66.40355000000001,1,39.6245,1,4700.0,36106.0,36.106,1475.3580499999998,66.40355000000001,39.6245
관악구,용인시처인구,16,90100,16,784104,16,27945.148533333333,16,393.51443333333333,16,1202.8926833333333,16,5631.25,49006.5,49.0065,1746.5717833333333,24.594652083333333,75.18079270833333
관악구,은평구,263,912000,263,4836101,263,36491.90236666667,263,11936.9412,263,12471.431066666668,263,3467.680608365019,18388.216730038024,18.388216730038025,138.7524804816223,45.38760912547528,47.41988998732573
관악구,의왕시,9,32000,9,176985,9,4925.592883333333,9,293.51783333333333,9,383.0541166666667,9,3555.5555555555557,19665.0,19.665,547.288098148148,32.613092592592594,42.56156851851852
관악구,의정부시,45,236200,45,1961231,45,1254.14075,45,2206.4585,45,3255.7623166666667,45,5248.888888888889,43582.91111111111,43.58291111111111,27.869794444444445,49.03241111111112,72.3502737037037
관악구,종로구,574,1851900,574,8622567,574,73693.76398333334,574,24005.322433333335,574,31995.443633333332,574,3226.306620209059,15021.893728222996,15.021893728222997,128.38634840301975,41.821119221835076,55.74119099883856
관악구,중구,494,1521100,494,6432061,494,48191.022816666664,494,22351.606416666666,494,19232.16505,494,3079.1497975708503,13020.366396761134,13.020366396761133,97.5526777665317,45.24616683535762,38.93150819838056
관악구,중랑구,381,1389300,381,7869204,381,22395.222383333334,381,29098.301666666666,381,20909.40475,381,3646.4566929133857,20654.07874015748,20.65407874015748,58.78011124234471,76.37349518810149,54.88032742782153
관악구,파주시,1,6700,1,64935,1,1427.02395,1,27.905283333333333,1,103.78960000000001,1,6700.0,64935.0,64.935,1427.02395,27.905283333333333,103.78960000000001
관악구,평택시,13,92600,13,913498,13,21307.091666666667,13,426.41473333333334,13,1144.8913333333333,13,7123.076923076923,70269.07692307692,70.26907692307692,1639.0070512820514,32.80113333333333,88.0685641025641
관악구,하남시,81,329500,81,2174747,81,7182.960916666667,81,4373.8846,81,4604.8608,81,4067.901234567901,26848.728395061727,26.848728395061727,88.67852983539095,53.99857530864198,56.85013333333334
관악구,화성시,22,120000,22,1040768,22,40897.08033333333,22,734.2435666666667,22,1545.1149666666665,22,5454.545454545455,47307.63636363636,47.30763636363636,1858.958196969697,33.374707575757576,70.23249848484848
광명시,강남구,30,129000,30,897466,30,3463.895433333333,30,-80.02144999999999,30,1916.2809,30,4300.0,29915.533333333333,29.915533333333332,115.4631811111111,-2.667381666666666,63.87603
광명시,강서구,27,78000,27,296532,27,2512.2803166666667,27,144.72708333333333,27,1338.3020166666668,27,2888.8888888888887,10982.666666666666,10.982666666666667,93.04741913580247,5.360262345679012,49.56674135802469
광명시,관악구,6,16200,6,53713,6,470.93995,6,-199.24994999999998,6,174.47313333333332,6,2700.0,8952.166666666666,8.952166666666667,78.48999166666667,-33.208324999999995,29.078855555555553
광명시,광진구,1,4700,1,35122,1,88.79983333333332,1,-5.16555,1,75.25088333333333,1,4700.0,35122.0,35.122,88.79983333333332,-5.16555,75.25088333333333
광명시,구로구,42,76600,42,211197,42,4015.691083333333,42,-300.66305,42,758.82915,42,1823.8095238095239,5028.5,5.0285,95.61169246031746,-7.158644047619047,18.067360714285716
광명시,금천구,68,106500,68,268664,68,4170.076316666667,68,-1042.2290166666667,68,988.7014166666667,68,1566.1764705882354,3950.9411764705883,3.950941176470588,61.32465171568627,-15.32689730392157,14.539726715686275
광명시,노원구,1,5100,1,41768,1,108.86954999999999,1,5.242500000000001,1,62.30011666666667,1,5100.0,41768.0,41.768,108.86954999999999,5.242500000000001,62.30011666666667
광명시,도봉구,2,9700,2,75155,2,70.83461666666668,2,14.586266666666669,2,167.79061666666666,2,4850.0,37577.5,37.5775,35.41730833333334,7.293133333333334,83.89530833333333
광명시,동대문구,3,13200,3,95396,3,151.34005000000002,3,131.73855,3,222.7436833333333,3,4400.0,31798.666666666668,31.79866666666667,50.44668333333334,43.91285,74.24789444444444
광명시,동작구,9,23200,9,77515,9,851.4832166666666,9,6.223183333333331,9,302.26418333333334,9,2577.777777777778,8612.777777777777,8.612777777777778,94.60924629629629,0.6914648148148146,33.58490925925926
광명시,마포구,9,30100,9,150495,9,923.0675000000001,9,-8.429733333333337,9,470.6023666666666,9,3344.4444444444443,16721.666666666668,16.721666666666668,102.56305555555556,-0.9366370370370374,52.28915185185185
광명시,서초구,1,3800,1,23527,1,84.652,1,0.5642166666666667,1,46.125616666666666,1,3800.0,23527.0,23.527,84.652,0.5642166666666667,46.125616666666666
광명시,성남시분당구,3,13500,3,98235,3,58.99693333333333,3,122.565,3,155.41416666666666,3,4500.0,32745.0,32.745,19.665644444444442,40.855,51.80472222222222
광명시,성북구,3,14500,3,112125,3,350.41181666666665,3,-29.08795,3,305.7264,3,4833.333333333333,37375.0,37.375,116.80393888888888,-9.695983333333333,101.9088
광명시,송파구,3,15100,3,121249,3,491.93288333333334,3,41.650166666666664,3,186.0203833333333,3,5033.333333333333,40416.333333333336,40.416333333333334,163.97762777777777,13.883388888888888,62.00679444444444
광명시,안양시만안구,1,1500,1,4831,1,11.535666666666666,1,34.062,1,7.443333333333333,1,1500.0,4831.0,4.831,11.535666666666666,34.062,7.443333333333333
광명시,양천구,28,74900,28,267874,28,2231.2968333333333,28,-8.243450000000003,28,803.6356,28,2675.0,9566.92857142857,9.566928571428571,79.68917261904762,-0.2944089285714287,28.701271428571427
광명시,영등포구,10,31400,10,150199,10,871.1279000000001,10,-112.98788333333333,10,465.43306666666666,10,3140.0,15019.9,15.0199,87.11279,-11.298788333333333,46.543306666666666
광명시,은평구,4,15400,4,95151,4,458.7892166666667,4,-13.647283333333332,4,307.95213333333334,4,3850.0,23787.75,23.78775,114.69730416666667,-3.411820833333333,76.98803333333333
광명시,중구,4,13200,4,64261,4,566.7972833333333,4,-142.89033333333333,4,178.48521666666664,4,3300.0,16065.25,16.06525,141.69932083333333,-35.72258333333333,44.62130416666666
광진구,가평군,2,12600,2,117710,2,2943.0005,2,39.14078333333333,2,136.94988333333333,2,6300.0,58855.0,58.855,1471.50025,19.570391666666666,68.47494166666667
광진구,강남구,1497,3764700,1497,13607577,1497,101081.04226666667,1497,63456.53773333333,1497,45574.07585,1497,2514.8296593186374,9089.897795591183,9.089897795591183,67.52240632375863,42.38913676241371,30.44360444221777
광진구,강동구,4855,10813000,4855,35702897,4855,215448.5463,4855,195541.29453333333,4855,107481.66346666667,4855,2227.188465499485,7353.840782698249,7.353840782698249,44.37663157569516,40.27627075866804,22.13834468932372
광진구,강북구,481,1576700,481,7547768,481,11957.2117,481,18781.9439,481,19264.724883333332,481,3277.962577962578,15691.825363825365,15.691825363825364,24.859067983367982,39.04770041580041,40.05140308385308
광진구,강서구,416,1918300,416,12715456,416,23225.724166666667,416,18240.55265,416,25601.931016666666,416,4611.298076923077,30566.0,30.566,55.831067708333336,43.847482331730774,61.54310340544872
광진구,계양구,17,90000,17,749897,17,32195.936416666667,17,395.6592833333333,17,1206.4968166666667,17,5294.117647058823,44111.58823529412,44.11158823529412,1893.878612745098,23.274075490196076,70.97040098039216
광진구,고양시덕양구,53,239200,53,1756149,53,928.6215833333333,53,1928.5514833333334,53,3370.72215,53,4513.207547169812,33134.88679245283,33.13488679245283,17.521161949685535,36.38776383647799,63.59853113207547
광진구,고양시일산동구,56,276300,56,2224433,56,1540.1412166666667,56,2014.2856166666666,56,3326.1471500000002,56,4933.928571428572,39722.017857142855,39.72201785714285,27.502521726190476,35.96938601190476,59.395484821428575
광진구,고양시일산서구,12,62900,12,524159,12,2298.677966666666,12,522.3360666666667,12,724.9146333333333,12,5241.666666666667,43679.916666666664,43.679916666666664,191.5564972222222,43.52800555555556,60.409552777777776
광진구,과천시,22,81500,22,475971,22,1924.2617833333334,22,927.2182,22,1373.757,22,3704.5454545454545,21635.045454545456,21.635045454545455,87.4664446969697,42.14628181818182,62.4435
광진구,관악구,197,715800,197,4057988,197,2791.4773,197,6264.092633333334,197,11248.911316666667,197,3633.502538071066,20598.92385786802,20.59892385786802,14.169935532994923,31.79742453468697,57.10107267343486
광진구,광명시,18,78000,18,553350,18,369.88835,18,831.58055,18,1314.2780333333333,18,4333.333333333333,30741.666666666668,30.741666666666667,20.549352777777777,46.19891944444444,73.01544629629629
광진구,광주시,43,177500,43,1197686,43,71550.80771666666,43,1056.1903333333332,43,2282.9258833333333,43,4127.906976744186,27853.162790697676,27.853162790697674,1663.97227248062,24.562565891472865,53.0912996124031
광진구,광진구,15029,24164680,15029,45295295,15029,846465.5338999999,15029,522798.52548333333,15029,182389.3456,15029,1607.870117772307,3013.859538226096,3.013859538226096,56.322146110852344,34.78598213343092,12.13582710759199
광진구,구로구,144,583600,144,3835667,144,8490.925433333334,144,6170.831633333333,144,10981.756566666667,144,4052.777777777778,26636.57638888889,26.63657638888889,58.964759953703705,42.8529974537037,76.26219837962964
광진구,구리시,339,979800,339,3521009,339,13271.60115,339,14981.313166666667,339,11209.832216666666,339,2890.265486725664,10386.457227138642,10.386457227138642,39.149265929203544,44.19266420845624,33.06735167158308
광진구,금천구,51,202200,51,1295144,51,1638.41595,51,2886.5537833333333,51,3560.0364666666665,51,3964.705882352941,25394.980392156864,25.394980392156864,32.125802941176474,56.59909379084967,69.80463660130718
광진구,김포시,23,133100,23,1187975,23,1552.5524333333333,23,855.6767666666666,23,1774.8245833333333,23,5786.95652173913,51651.086956521736,51.65108695652174,67.50227971014492,37.20333768115942,77.16628623188406
광진구,남구,1,5400,1,46808,1,1064.99795,1,16.068883333333336,1,60.67256666666666,1,5400.0,46808.0,46.808,1064.99795,16.068883333333336,60.67256666666666
광진구,남동구,7,41100,7,369315,7,11628.381116666667,7,177.77455,7,536.4114666666667,7,5871.428571428572,52759.28571428572,52.75928571428572,1661.1973023809526,25.396364285714288,76.63020952380953
광진구,남양주시,288,1066600,288,6286739,288,14546.262833333334,288,12169.595983333333,288,11927.092466666667,288,3703.472222222222,21828.95486111111,21.82895486111111,50.50785706018519,42.25554160879629,41.41351550925926
광진구,노원구,2692,8051700,2692,32660892,2692,227517.66995,2692,95586.5733,2692,79929.10706666666,2692,2990.9732540861814,12132.575037147102,12.132575037147102,84.51622212109956,35.50764238484398,29.691347350173352
광진구,도봉구,295,1001400,295,5100442,295,6747.56165,295,11361.8752,295,12859.46595,295,3394.576271186441,17289.633898305085,17.289633898305084,22.87309033898305,38.51483118644068,43.591409999999996
광진구,동대문구,2457,4885600,2457,14568676,2457,70287.4868,2457,94879.19928333334,2457,50608.01601666667,2457,1988.4411884411884,5929.457061457061,5.929457061457061,28.607035734635733,38.615872724189394,20.59748311626645
광진구,동작구,219,755300,219,3923053,219,5541.414083333333,219,8347.648533333333,219,9292.15075,219,3448.8584474885843,17913.48401826484,17.91348401826484,25.303260654490106,38.117116590563164,42.429912100456626
광진구,마포구,345,1335100,345,8256986,345,26033.539083333333,345,12193.426683333333,345,17587.3696,345,3869.855072463768,23933.292753623187,23.93329275362319,75.45953357487923,35.34326574879227,50.97788289855073
광진구,부천시소사구,32,153200,32,1185741,32,861.5219166666667,32,1511.81935,32,2428.7420333333334,32,4787.5,37054.40625,37.05440625,26.922559895833334,47.2443546875,75.89818854166667
광진구,부천시오정구,6,28200,6,215361,6,148.49626666666666,6,268.11310000000003,6,412.5446166666667,6,4700.0,35893.5,35.8935,24.749377777777777,44.68551666666667,68.75743611111112
광진구,부천시원미구,28,139600,28,1120359,28,2154.0327833333336,28,1311.5531666666666,28,2360.433516666667,28,4985.714285714285,40012.82142857143,40.01282142857143,76.92974226190476,46.841184523809524,84.30119702380954
광진구,부평구,20,100300,20,801944,20,743.9223666666667,20,1110.8470333333332,20,1715.6684,20,5015.0,40097.2,40.097199999999994,37.19611833333333,55.54235166666666,85.78342
광진구,서구,5,26500,5,221686,5,8012.222699999999,5,140.71428333333333,5,306.80856666666665,5,5300.0,44337.2,44.337199999999996,1602.44454,28.142856666666667,61.36171333333333
광진구,서대문구,137,494200,137,2781385,137,16003.8577,137,5406.737833333334,137,6655.34295,137,3607.299270072993,20302.080291970804,20.302080291970803,116.8164795620438,39.4652396593674,48.579145620437956
광진구,서초구,201,619200,201,2630751,201,7755.648416666667,201,8418.72595,201,8800.960616666667,201,3080.597014925373,13088.313432835821,13.088313432835822,38.58531550580431,41.88420870646766,43.78587371475954
광진구,성남시분당구,226,880800,226,5539553,226,11322.548066666666,226,12176.8173,226,11140.0821,226,3897.3451327433627,24511.296460176993,24.511296460176993,50.09977020648967,53.87972256637168,49.29239867256637
광진구,성남시수정구,164,519300,164,2303259,164,4874.12015,164,8644.8449,164,6187.131766666666,164,3166.4634146341464,14044.262195121952,14.044262195121952,29.72024481707317,52.71246890243903,37.72641321138211
광진구,성남시중원구,21,72200,21,375578,21,521.8130666666666,21,949.79635,21,1052.1775833333334,21,3438.095238095238,17884.666666666668,17.884666666666668,24.848241269841267,45.22839761904762,50.10369444444444
광진구,성동구,2042,3612300,2042,10586783,2042,71127.91095,2042,69776.75891666667,2042,43375.1771,2042,1769.0009794319294,5184.516650342801,5.184516650342801,34.832473530852106,34.17079280933726,21.2415166993144
광진구,성북구,624,1816100,624,6635035,624,9953.421066666666,624,20507.23175,624,20344.782183333333,624,2910.4166666666665,10633.06891025641,10.63306891025641,15.950995299145298,32.86415344551282,32.60381760149573
광진구,송파구,3035,6609000,3035,21297892,3035,176213.98695,3035,109669.65941666666,3035,66362.28453333334,3035,2177.5947281713343,7017.427347611203,7.017427347611203,58.06062172981878,36.13497839099396,21.865662119714443
광진구,수원시팔달구,1,6400,1,60903,1,2.66445,1,11.603716666666665,1,88.91066666666667,1,6400.0,60903.0,60.903,2.66445,11.603716666666665,88.91066666666667
광진구,안산시상록구,27,150500,27,1307980,27,48146.23351666667,27,821.13815,27,2484.5291333333334,27,5574.074074074074,48443.7037037037,48.4437037037037,1783.1938339506173,30.412524074074074,92.0195975308642
광진구,안양시동안구,50,223200,50,1659770,50,2250.9252333333334,50,3445.7623,50,4231.189916666666,50,4464.0,33195.4,33.1954,45.018504666666665,68.915246,84.62379833333333
광진구,안양시만안구,13,58400,13,423675,13,566.7810166666667,13,872.9134,13,948.3777833333334,13,4492.307692307692,32590.384615384617,32.590384615384615,43.59853974358975,67.14718461538462,72.95213717948718
광진구,양주시,59,307800,59,2549179,59,880.9868833333334,59,1871.2089333333333,59,3346.8132333333333,59,5216.949152542373,43206.42372881356,43.20642372881356,14.931981073446329,31.715405649717514,56.72564802259887
광진구,양천구,163,675700,163,4565024,163,5519.188033333333,163,8923.019033333334,163,12902.499966666666,163,4145.398773006135,28006.282208588957,28.006282208588956,33.86004928425358,54.742448057259715,79.15644151329244
광진구,양평군,2,11300,2,97512,2,3222.0032166666665,2,46.09795,2,135.01876666666666,2,5650.0,48756.0,48.756,1611.0016083333333,23.048975,67.50938333333333
광진구,연수구,2,13400,2,129401,2,3378.5376666666666,2,102.50161666666666,2,226.06221666666667,2,6700.0,64700.5,64.7005,1689.2688333333333,51.25080833333333,113.03110833333334
광진구,영등포구,367,1316200,367,7330123,367,11763.618566666666,367,12716.818816666666,367,16072.236833333332,367,3586.376021798365,19973.08719346049,19.97308719346049,32.0534565849228,34.65073247048138,43.7935608537693
광진구,용산구,264,833000,264,3690638,264,8259.637333333334,264,11092.114083333334,264,9809.7602,264,3155.3030303030305,13979.689393939394,13.979689393939394,31.286505050505053,42.0155836489899,37.15818257575758
광진구,용인시수지구,11,50400,11,374414,11,5338.0426333333335,11,430.60218333333336,11,550.3859166666666,11,4581.818181818182,34037.63636363636,34.03763636363636,485.276603030303,39.14565303030303,50.035083333333326
광진구,용인시처인구,28,134900,28,1047092,28,41720.301433333334,28,856.3561500000001,28,1611.4678833333332,28,4817.857142857143,37396.142857142855,37.396142857142856,1490.0107654761905,30.584148214285715,57.5524244047619
광진구,은평구,201,784700,201,4936260,201,11659.976766666667,201,9611.656516666666,201,10332.796183333334,201,3903.9800995024875,24558.507462686568,24.558507462686567,58.00983466003317,47.81918665008291,51.40694618573798
광진구,의정부시,66,269000,66,1785515,66,1719.3091333333334,66,3092.7067333333334,66,3543.0497333333333,66,4075.757575757576,27053.257575757576,27.053257575757577,26.050138383838384,46.85919292929293,53.68257171717172
광진구,종로구,690,2007900,690,7060848,690,46853.10706666667,690,21598.98885,690,26332.526783333335,690,2910.0,10233.11304347826,10.23311304347826,67.90305371980676,31.30288239130435,38.16308229468599
광진구,중구,432,1202100,432,4857526,432,27398.603333333333,432,17355.236,432,15530.79645,432,2782.6388888888887,11244.273148148148,11.244273148148148,63.42269290123457,40.17415740740741,35.950917708333336
광진구,중랑구,3014,7343100,3014,20931402,3014,74410.33605,3014,117388.74588333332,3014,71158.03886666667,3014,2436.3304578633047,6944.7252820172525,6.944725282017252,24.688233593231587,38.94782544238,23.609170161468704
광진구,파주시,6,37100,6,342267,6,6287.840099999999,6,204.6089333333333,6,641.1575166666667,6,6183.333333333333,57044.5,57.0445,1047.97335,34.10148888888889,106.85958611111111
광진구,포천시,4,18700,4,141927,4,6320.969383333334,4,150.17805,4,238.24823333333333,4,4675.0,35481.75,35.48175,1580.2423458333335,37.5445125,59.56205833333333
광진구,하남시,903,2754300,903,11905888,903,26233.013683333334,903,36487.837966666666,903,28268.9825,903,3050.1661129568106,13184.815060908084,13.184815060908084,29.05095645994832,40.407351015134736,31.3056284606866
광진구,화성시,4,25400,4,238160,4,6970.426216666667,4,96.12373333333333,4,302.7692666666667,4,6350.0,59540.0,59.54,1742.6065541666667,24.030933333333333,75.69231666666667
구로구,가평군,1,6500,1,61978,1,1414.1986666666667,1,20.04945,1,86.60676666666667,1,6500.0,61978.0,61.978,1414.1986666666667,20.04945,86.60676666666667
구로구,강남구,493,1894900,493,11071307,493,63527.86196666667,493,22921.003266666667,493,31631.511983333334,493,3843.610547667343,22457.012170385395,22.457012170385394,128.85976058147398,46.49290723461799,64.16128191345504
구로구,강동구,248,1099200,248,7929961,248,29848.05355,248,10643.118816666667,248,18322.177433333334,248,4432.258064516129,31975.649193548386,31.975649193548385,120.35505463709677,42.91580168010753,73.87974771505377
구로구,강북구,184,838600,184,5146234,184,8700.295166666667,184,8896.947083333333,184,12698.946983333333,184,4557.608695652174,27968.66304347826,27.96866304347826,47.28421286231884,48.3529732789855,69.01601621376811
