출발구,목적구,trip_count,fare_sum,fare_count,distance_m_sum,distance_count,request_to_dispatch_min_sum,request_to_dispatch_count,scheduled_to_pickup_min_sum,scheduled_to_pickup_count,ride_min_sum,ride_min_count,avg_fare,avg_distance_m,avg_distance_km,avg_request_to_dispatch_min,avg_scheduled_to_pickup_min,avg_ride_min
강남구,송파구,6817,13242100,6817,40294394,6817,528349.2430666666,6817,254371.09705,6817,135548.84136666666,6817,1942.5113686372304,5910.869003960686,5.910869003960686,77.50465645689697,37.31422870030806,19.883943283946994
강남구,수원시권선구,86,404000,86,3079024,86,150845.92241666667,86,2103.7812166666668,86,4511.56215,86,4697.674418604651,35802.604651162794,35.802604651162795,1754.0223536821707,24.462572286821707,52.460024999999995
강남구,수원시영통구,4,17400,4,122497,4,6900.24935,4,148.37433333333334,4,190.48555,4,4350.0,30624.25,30.62425,1725.0623375,37.093583333333335,47.6213875
강남구,수원시장안구,2,8800,2,63337,2,3485.477,2,51.32078333333333,2,107.77233333333334,2,4400.0,31668.5,31.6685,1742.7385,25.660391666666666,53.88616666666667
강남구,수원시팔달구,5,22500,5,163450,5,7942.783983333333,5,131.01888333333335,5,303.27431666666666,5,4500.0,32690.0,32.69,1588.5567966666665,26.20377666666667,60.65486333333333
강남구,시흥시,7,34800,7,279440,7,12494.952166666666,7,187.00083333333333,7,510.844,7,4971.428571428572,39920.0,39.92,1784.9931666666666,26.714404761904763,72.97771428571428
강남구,안산시단원구,47,233900,47,1895385,47,84229.13065,47,1789.6685499999999,47,3532.722166666667,47,4976.595744680851,40327.34042553192,40.327340425531915,1792.1091627659575,38.078054255319145,75.16430141843972
강남구,안산시상록구,25,117700,25,911127,25,35647.75638333333,25,896.38405,25,1523.0954666666667,25,4708.0,36445.08,36.445080000000004,1425.9102553333332,35.855362,60.92381866666667
강남구,안성시,3,21300,3,208807,3,5839.085016666667,3,54.17523333333333,3,244.49633333333333,3,7100.0,69602.33333333333,69.60233333333333,1946.3616722222223,18.05841111111111,81.49877777777778
강남구,안양시동안구,160,567400,160,3111698,160,7803.378966666666,160,8037.000016666667,160,7490.287666666667,160,3546.25,19448.1125,19.4481125,48.77111854166667,50.23125010416667,46.81429791666667
강남구,안양시만안구,70,303900,70,1532967,70,5191.710516666667,70,3904.3913166666666,70,4192.2666,70,4341.428571428572,21899.52857142857,21.899528571428572,74.1672930952381,55.77701880952381,59.88952285714286
강남구,양주시,66,361700,66,3122029,66,1826.2050666666667,66,3438.2366500000003,66,4807.551566666667,66,5480.30303030303,47303.469696969696,47.3034696969697,27.66977373737374,52.094494696969704,72.8416904040404
강남구,양천구,218,856600,218,5440808,218,21803.308999999997,218,10514.137316666667,218,14991.91065,218,3929.3577981651374,24957.83486238532,24.95783486238532,100.01517889908256,48.2299876911315,68.77023233944954
강남구,양평군,9,55100,9,504383,9,13735.115633333333,9,394.7941666666667,9,658.1581833333333,9,6122.222222222223,56042.555555555555,56.04255555555555,1526.1239592592592,43.86601851851852,73.12868703703704
강남구,여주군,1,6600,1,62188,1,1768.59545,1,33.65688333333333,1,81.55728333333333,1,6600.0,62188.0,62.188,1768.59545,33.65688333333333,81.55728333333333
강남구,연수구,22,123900,22,1081023,22,22644.66865,22,1297.1953166666667,22,1796.2212666666667,22,5631.818181818182,49137.40909090909,49.13740909090909,1029.3031204545455,58.963423484848484,81.64642121212121
강남구,영등포구,659,2343100,659,12862500,659,169081.94118333334,659,28326.168683333333,659,33603.1342,659,3555.5386949924127,19518.209408194234,19.518209408194235,256.5735071067274,42.983564011127974,50.99109893778452
강남구,오산시,41,204600,41,1641926,41,67132.1115,41,1543.7727,41,2559.2285666666667,41,4990.243902439024,40046.9756097561,40.046975609756096,1637.3685731707317,37.65299268292683,62.42020894308943
강남구,용산구,741,2099600,741,8541124,741,58296.695016666665,741,32482.265716666665,741,26608.891383333335,741,2833.468286099865,11526.483130904184,11.526483130904184,78.67300272154746,43.83571621682411,35.90943506522717
강남구,용인시기흥구,54,231800,54,1618750,54,44466.035983333335,54,2440.67695,54,2608.0616666666665,54,4292.592592592592,29976.85185185185,29.97685185185185,823.4451108024691,45.197721296296294,48.29743827160493
강남구,용인시수지구,34,138400,34,914878,34,55505.994483333336,34,1118.43945,34,1534.2946,34,4070.5882352941176,26908.176470588234,26.908176470588234,1632.529249509804,32.895277941176474,45.12631176470588
강남구,용인시처인구,8,42600,8,358801,8,14915.831433333333,8,274.12438333333336,8,726.0464000000001,8,5325.0,44850.125,44.850125,1864.4789291666666,34.26554791666667,90.75580000000001
강남구,은평구,478,2015100,478,13863687,478,16177.506083333334,478,25878.753183333334,478,32097.233766666668,478,4215.690376569038,29003.529288702928,29.00352928870293,33.844154986053,54.1396510111576,67.14902461645747
강남구,의왕시,4,14400,4,80488,4,6819.8955000000005,4,159.8605,4,172.7486,4,3600.0,20122.0,20.122,1704.9738750000001,39.965125,43.18715
강남구,의정부시,237,1100600,237,8307288,237,7811.78645,237,11768.317133333334,237,14174.968366666666,237,4643.881856540084,35051.84810126582,35.051848101265826,32.96112426160337,49.65534655414909,59.809993108298166
강남구,이천시,3,16000,3,135241,3,5492.487833333334,3,89.05678333333333,3,192.24715,3,5333.333333333333,45080.333333333336,45.080333333333336,1830.8292777777779,29.685594444444444,64.08238333333334
강남구,종로구,928,3037800,928,14897787,928,69241.29455,928,42191.183666666664,928,41806.34615,928,3273.4913793103447,16053.649784482759,16.053649784482758,74.61346395474139,45.46463757183908,45.049941971982754
강남구,중구,946,2944400,946,14141560,946,366981.71108333336,946,40259.977966666665,946,37713.55838333333,946,3112.4735729386894,14948.794926004228,14.948794926004227,387.929927149401,42.55811624383369,39.86634078576462
강남구,중랑구,1099,3866300,1099,20436073,1099,192453.61816666665,1099,48734.517916666664,1099,51782.38196666667,1099,3518.016378525933,18595.15286624204,18.59515286624204,175.11703199878676,44.344420306339096,47.11772699423719
강남구,파주시,28,170000,28,1552613,28,48078.9728,28,1025.30995,28,2622.935466666667,28,6071.428571428572,55450.46428571428,55.45046428571428,1717.1061714285715,36.618212500000006,93.67626666666668
강남구,평택시,35,231900,35,2219367,35,56837.45435,35,1168.95065,35,2913.704366666667,35,6625.714285714285,63410.485714285714,63.41048571428571,1623.927267142857,33.39859,83.2486961904762
강남구,포천시,6,33100,6,285108,6,10399.608,6,187.84026666666668,6,399.3358333333333,6,5516.666666666667,47518.0,47.518,1733.268,31.306711111111113,66.55597222222222
강남구,하남시,737,2956400,737,10169669,737,27649.71921666667,737,33863.560666666664,737,23683.09705,737,4011.397557666214,13798.736770691994,13.798736770691994,37.51657966983266,45.9478435097241,32.13446004070556
강남구,화성시,59,320700,59,2738394,59,105691.44155,59,1642.0766333333333,59,4189.235516666667,59,5435.593220338983,46413.457627118645,46.413457627118646,1791.3803652542374,27.831807344632768,71.0039918079096
강동구,가평군,1,6200,1,57802,1,1794.5871666666667,1,5.087999999999999,1,64.42995,1,6200.0,57802.0,57.802,1794.5871666666667,5.087999999999999,64.42995
강동구,강남구,2570,7548300,2570,29379552,2570,148118.04413333334,2570,94412.6731,2570,89000.23103333333,2570,2937.081712062257,11431.732295719845,11.431732295719845,57.6334802075227,36.7364486770428,34.630440090791176
강동구,강동구,47028,76567700,47028,153833309,47028,3665891.9008166664,47028,1515225.13515,47028,607019.4101333333,47028,1628.1300501828698,3271.1003870034874,3.2711003870034876,77.9512609682884,32.21963798481755,12.90761695443849
강동구,강북구,577,2075900,577,11680620,577,18204.001933333333,577,21067.946316666665,577,31385.1812,577,3597.746967071057,20243.70883882149,20.24370883882149,31.549396764875794,36.51290522819179,54.39372824956672
강동구,강서구,712,3392200,712,26236188,712,49981.484566666666,712,36086.51953333333,712,51470.67011666667,712,4764.3258426966295,36848.57865168539,36.84857865168539,70.19871427902622,50.68331395131086,72.29026701779027
강동구,계양구,2,11700,2,103449,2,2290.5180499999997,2,62.070449999999994,2,180.09799999999998,2,5850.0,51724.5,51.7245,1145.2590249999998,31.035224999999997,90.04899999999999
강동구,고양시덕양구,44,228800,44,1893439,44,2131.6370833333335,44,1740.0451833333334,44,3296.32565,44,5200.0,43032.704545454544,43.03270454545454,48.446297348484855,39.54648143939394,74.91649204545455
강동구,고양시일산동구,127,688500,127,5868732,127,13813.95635,127,6411.490116666667,127,10027.542833333333,127,5421.259842519685,46210.48818897638,46.21048818897638,108.77130984251968,50.48417414698163,78.95703018372703
강동구,고양시일산서구,52,303800,52,2712943,52,2716.987333333333,52,2337.4227166666665,52,4663.566733333333,52,5842.307692307692,52171.980769230766,52.171980769230764,52.2497564102564,44.950436858974356,89.68397564102564
강동구,과천시,13,49600,13,301712,13,169.55360000000002,13,355.0758166666667,13,757.8227666666667,13,3815.3846153846152,23208.615384615383,23.20861538461538,13.042584615384616,27.313524358974362,58.294058974358975
강동구,관악구,547,2127600,547,13283417,547,42950.427866666665,547,21983.2659,547,36075.9464,547,3889.579524680073,24284.12614259598,24.28412614259598,78.5199778184034,40.188785923217544,65.95237001828154
강동구,광명시,18,84100,18,646618,18,2100.37955,18,805.9292666666666,18,1483.7727833333333,18,4672.222222222223,35923.22222222222,35.92322222222222,116.68775277777779,44.77384814814815,82.43182129629629
강동구,광주시,46,189700,46,1267102,46,73052.13683333334,46,1499.3298833333333,46,2369.4736166666667,46,4123.913043478261,27545.695652173912,27.54569565217391,1588.0899311594203,32.594127898550724,51.51029601449275
강동구,광진구,5519,12493200,5519,40980695,5519,702535.7133333334,5519,181157.05321666665,5519,120582.58736666667,5519,2263.670954883131,7425.38412755934,7.42538412755934,127.29402307181253,32.82425316482454,21.848629709488435
강동구,구로구,243,1088100,243,7972492,243,16985.531166666668,243,11442.3035,243,18676.47225,243,4477.777777777777,32808.609053497945,32.808609053497946,69.89930521262004,47.08766872427984,76.85791049382716
강동구,구리시,881,2494800,881,9153920,881,29127.774816666668,881,27542.30655,881,23820.569433333334,881,2831.7820658342794,10390.374574347332,10.390374574347332,33.06217345819145,31.26255,27.038103783579267
강동구,군포시,4,18500,4,140445,4,6778.999,4,100.91193333333334,4,208.08406666666667,4,4625.0,35111.25,35.11125,1694.74975,25.227983333333334,52.02101666666667
강동구,금천구,108,480800,108,3495769,108,5829.6038,108,4837.776733333333,108,9238.224466666667,108,4451.851851851852,32368.23148148148,32.36823148148148,53.977812962962965,44.794229012345674,85.53911543209877
강동구,김포시,60,410300,60,3372395,60,1641.02785,60,2773.7688333333335,60,5465.884766666667,60,6838.333333333333,56206.583333333336,56.206583333333334,27.350464166666665,46.22948055555556,91.09807944444445
강동구,남구,19,125600,19,1200088,19,35341.9186,19,481.2169,19,2061.6133333333337,19,6610.526315789473,63162.52631578947,63.16252631578947,1860.1009789473683,25.327205263157897,108.50596491228072
강동구,남동구,12,74900,12,697712,12,12376.373566666667,12,417.3467333333333,12,1141.5187833333334,12,6241.666666666667,58142.666666666664,58.14266666666666,1031.3644638888888,34.77889444444444,95.12656527777779
강동구,남양주시,1126,4225200,1126,24033188,1126,22939.556966666667,1126,39255.438200000004,1126,45269.145183333334,1126,3752.3978685612788,21343.861456483126,21.343861456483125,20.372608318531675,34.86273374777976,40.20350371521611
강동구,노원구,1564,5386900,1564,27154868,1564,159161.58853333333,1564,65634.46393333333,1564,65440.19143333333,1564,3444.309462915601,17362.447570332482,17.36244757033248,101.76572156862744,41.96576977834612,41.84155462489343
강동구,도봉구,859,3364900,859,21300601,859,55324.7711,859,25304.147816666667,859,51967.54,859,3917.2293364377183,24796.974388824216,24.796974388824214,64.40601990686845,29.457680811020566,60.497718277066355
강동구,동대문구,1507,4481500,1507,17325951,1507,67690.47671666667,1507,61327.99518333333,1507,55135.351566666664,1507,2973.7889847378897,11496.981420039814,11.496981420039814,44.9173700840522,40.69541817075868,36.58616560495465
강동구,동작구,231,981800,231,5595380,231,16053.049733333333,231,9816.559,231,13157.92165,231,4250.2164502164505,24222.424242424244,24.222424242424243,69.49372178932178,42.4959264069264,56.960699783549785
강동구,마포구,548,2388300,548,16996664,548,34427.353083333335,548,26185.639133333334,548,32532.773250000002,548,4358.211678832116,31015.810218978102,31.015810218978103,62.823637013382,47.78401301703163,59.36637454379562
강동구,부천시소사구,79,488800,79,3899800,79,5003.07995,79,4226.92245,79,6680.036933333333,79,6187.341772151899,49364.556962025315,49.36455696202532,63.330125949367094,53.50534746835443,84.55742953586497
강동구,부천시오정구,13,65800,13,532618,13,263.5821833333333,13,461.0917166666667,13,1107.9366,13,5061.538461538462,40970.61538461538,40.970615384615385,20.27555256410256,35.46859358974359,85.2258923076923
강동구,부천시원미구,70,379700,70,3233537,70,3525.999483333333,70,3449.8013166666665,70,5767.65165,70,5424.285714285715,46193.385714285716,46.19338571428572,50.371421190476184,49.28287595238095,82.39502357142857
강동구,부평구,99,584600,99,5256732,99,124090.3455,99,2610.3926,99,9165.937266666666,99,5905.050505050505,53098.30303030303,53.09830303030303,1253.4378333333334,26.36760202020202,92.58522491582491
강동구,서구,22,138600,22,1291837,22,37248.7706,22,480.5375833333333,22,1908.38825,22,6300.0,58719.86363636364,58.71986363636364,1693.1259363636366,21.842617424242423,86.74492045454545
강동구,서대문구,371,1583900,371,10412071,371,27972.351416666665,371,14683.500016666667,371,23793.02185,371,4269.272237196766,28064.88140161725,28.06488140161725,75.39717362982928,39.578167160826595,64.13213436657682
강동구,서초구,1118,4036400,1118,20497215,1118,78297.28681666666,1118,56260.85501666667,1118,59088.1274,1118,3610.3756708407873,18333.823792486583,18.333823792486584,70.03335135658914,50.32276835122242,52.851634525939176
강동구,성남시분당구,877,3394200,877,19933837,877,29460.1633,877,41360.73608333333,877,41231.014716666665,877,3870.2394526795897,22729.574686431013,22.729574686431015,33.5919763968073,47.16161469023184,47.01369979095401
강동구,성남시수정구,545,1674500,545,6888272,545,10526.381433333334,545,17384.215416666666,545,16353.699,545,3072.4770642201834,12639.03119266055,12.63903119266055,19.31446134556575,31.897642966360856,30.006787155963305
강동구,성남시중원구,53,224000,53,928507,53,2401.44555,53,2022.6486666666667,53,2063.1480833333335,53,4226.415094339623,17519.0,17.519,45.31029339622641,38.163182389937106,38.92732232704403
강동구,성동구,1414,4453700,1414,19029946,1414,156088.50953333333,1414,60099.89938333334,1414,55908.209650000004,1414,3149.7171145685998,13458.236209335219,13.458236209335219,110.38791338991042,42.503464910419616,39.53904501414427
강동구,성북구,593,2018200,593,10344924,593,16831.477183333333,593,21617.259016666667,593,31007.959433333333,593,3403.372681281619,17445.065767284992,17.44506576728499,28.38360401911186,36.454062422709384,52.28998218100056
강동구,송파구,8917,19740100,8917,64584839,8917,605749.22605,8917,291098.5598666667,8917,215337.36581666666,8917,2213.760233262308,7242.888751822362,7.2428887518223615,67.931953128855,32.64534707487571,24.149082181974503
강동구,수원시권선구,2,10400,2,86124,2,3669.6574,2,26.052883333333334,2,163.59573333333333,2,5200.0,43062.0,43.062,1834.8287,13.026441666666667,81.79786666666666
강동구,수원시영통구,7,35500,7,288103,7,7461.001033333334,7,271.9580166666667,7,502.22825,7,5071.428571428572,41157.57142857143,41.15757142857143,1065.8572904761907,38.85114523809524,71.74689285714285
강동구,수원시장안구,2,10000,2,79956,2,3550.6925,2,57.38773333333333,2,121.82815000000001,2,5000.0,39978.0,39.978,1775.34625,28.693866666666665,60.914075000000004
강동구,수원시팔달구,7,35100,7,283864,7,12168.413616666667,7,187.2844,7,499.89865,7,5014.285714285715,40552.0,40.552,1738.3448023809524,26.754914285714285,71.41409285714285
강동구,시흥시,5,29800,5,271719,5,7750.203066666667,5,149.29905,5,434.6173333333333,5,5960.0,54343.8,54.3438,1550.0406133333333,29.85981,86.92346666666666
강동구,안산시상록구,4,21600,4,185360,4,5884.747266666667,4,117.22323333333333,4,307.1703166666666,4,5400.0,46340.0,46.34,1471.1868166666668,29.30580833333333,76.79257916666666
강동구,안성시,5,37900,5,383553,5,9095.7325,5,135.29716666666667,5,361.8407666666667,5,7580.0,76710.6,76.7106,1819.1465,27.059433333333335,72.36815333333334
강동구,안양시동안구,81,350300,81,2469646,81,7823.105933333333,81,3918.6637,81,4566.7589,81,4324.691358024691,30489.456790123455,30.489456790123455,96.58155473251028,48.378564197530864,56.37973950617284
강동구,안양시만안구,30,136500,30,1011708,30,1759.02945,30,893.41085,30,1909.4558166666666,30,4550.0,33723.6,33.7236,58.634315,29.780361666666668,63.64852722222222
강동구,양주시,107,619100,107,4887679,107,2590.6825833333332,107,4541.318133333333,107,7036.1803500000005,107,5785.981308411215,45679.2429906542,45.6792429906542,24.21198676012461,42.44222554517134,65.75869485981309
강동구,양천구,295,1339100,295,9899499,295,8691.193733333334,295,11845.865616666666,295,21304.743516666666,295,4539.322033898305,33557.62372881356,33.55762372881356,29.461673672316383,40.155476666666665,72.2194695480226
강동구,양평군,34,148700,34,1058650,34,61391.79078333334,34,854.6676333333334,34,1513.0433833333334,34,4373.529411764706,31136.764705882353,31.136764705882353,1805.640905392157,25.137283333333333,44.50127598039216
강동구,여주군,1,7500,1,76918,1,1738.7960500000002,1,19.616666666666667,1,56.98155,1,7500.0,76918.0,76.918,1738.7960500000002,19.616666666666667,56.98155
강동구,연수구,2,12700,2,118899,2,3144.389,2,66.63216666666666,2,161.6119,2,6350.0,59449.5,59.4495,1572.1945,33.31608333333333,80.80595
강동구,연천군,1,7500,1,76716,1,1495.4185,1,27.4815,1,90.47028333333333,1,7500.0,76716.0,76.716,1495.4185,27.4815,90.47028333333333
강동구,영등포구,391,1584000,391,10442248,391,44353.5672,391,16985.286383333332,391,22144.305166666665,391,4051.150895140665,26706.51662404092,26.70651662404092,113.43623324808183,43.44063013640238,56.635051577152595
강동구,오산시,1,5600,1,48934,1,2038.3661166666668,1,18.857449999999996,1,118.36771666666667,1,5600.0,48934.0,48.934,2038.3661166666668,18.857449999999996,118.36771666666667
강동구,용산구,610,2305700,610,13263597,610,44389.08873333333,610,20889.00766666667,610,29550.206483333335,610,3779.8360655737706,21743.601639344262,21.743601639344263,72.76899792349727,34.24427486338798,48.44296144808744
강동구,용인시기흥구,7,33100,7,253902,7,10360.28405,7,155.943,7,395.45155,7,4728.571428571428,36271.71428571428,36.27171428571428,1480.0405785714286,22.27757142857143,56.49307857142857
강동구,용인시수지구,13,55000,13,380561,13,17921.713833333335,13,270.7722166666667,13,661.3267,13,4230.7692307692305,29273.923076923078,29.27392307692308,1378.593371794872,20.828632051282053,50.87128461538461
강동구,용인시처인구,1,5200,1,43321,1,1734.8168333333333,1,26.226333333333333,1,77.44938333333333,1,5200.0,43321.0,43.321,1734.8168333333333,26.226333333333333,77.44938333333333
강동구,은평구,247,1156400,247,8194804,247,9745.044483333333,247,9533.344766666667,247,15479.16925,247,4681.781376518219,33177.34412955466,33.177344129554655,39.453621390013495,38.5965375168691,62.66870141700405
강동구,의왕시,1,4300,1,29109,1,2046.001,1,56.846000000000004,1,98.79695,1,4300.0,29109.0,29.109,2046.001,56.846000000000004,98.79695
강동구,의정부시,565,2406100,565,16680697,565,12720.776916666666,565,22095.8827,565,28027.464366666667,565,4258.58407079646,29523.357522123893,29.523357522123895,22.5146494100295,39.10775699115044,49.60613162241888
강동구,이천시,6,38800,6,365365,6,10379.607333333333,6,140.68371666666667,6,429.8308,6,6466.666666666667,60894.166666666664,60.89416666666666,1729.9345555555556,23.44728611111111,71.63846666666667
강동구,종로구,758,2635700,758,14022589,758,57739.05255,758,33338.12915,758,40919.40508333333,758,3477.1767810026386,18499.457783641163,18.499457783641162,76.17289254617414,43.98170072559367,53.983384014951625
